quantity,key,value,unit,status
zoom_sl,16,0.67634,MHz sigma_laser axis,DIAGNOSTIC
zoom_sl,17,0.71311,MHz sigma_laser axis,DIAGNOSTIC
zoom_sl,18,0.74989,MHz sigma_laser axis,DIAGNOSTIC
zoom_sl,19,0.78667,MHz sigma_laser axis,DIAGNOSTIC
zoom_sl,20,0.82345,MHz sigma_laser axis,DIAGNOSTIC
zoom_dchi2,0|0,28.810,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|1,23.449,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|2,18.627,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|3,14.365,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|4,10.684,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|5,7.608,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|6,5.161,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|7,3.366,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|8,2.250,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|9,1.836,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|10,2.153,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|11,3.228,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|12,5.088,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|13,7.763,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|14,11.282,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|15,15.677,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|16,20.978,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|17,27.218,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|18,34.429,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|19,42.647,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,0|20,51.905,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|0,28.825,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|1,23.446,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|2,18.604,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|3,14.322,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|4,10.620,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|5,7.523,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|6,5.053,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|7,3.236,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|8,2.095,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|9,1.658,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|10,1.950,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|11,2.999,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|12,4.833,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|13,7.481,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|14,10.974,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|15,15.341,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|16,20.614,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|17,26.826,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|18,34.009,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|19,42.198,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,1|20,51.428,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|0,28.864,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|1,23.460,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|2,18.592,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|3,14.282,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|4,10.552,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|5,7.425,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|6,4.925,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|7,3.076,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|8,1.904,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|9,1.433,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|10,1.691,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|11,2.706,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|12,4.505,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|13,7.117,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|14,10.573,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|15,14.903,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|16,20.139,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|17,26.313,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|18,33.458,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|19,41.608,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,2|20,50.798,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|0,28.945,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|1,23.509,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|2,18.608,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|3,14.263,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|4,10.497,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|5,7.333,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|6,4.794,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|7,2.906,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|8,1.692,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|9,1.180,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|10,1.395,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|11,2.366,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|12,4.120,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|13,6.687,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|14,10.097,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|15,14.380,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|16,19.568,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|17,25.694,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|18,32.790,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|19,40.892,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,3|20,50.033,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|0,29.084,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|1,23.608,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|2,18.666,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|3,14.279,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|4,10.469,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|5,7.259,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|6,4.673,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|7,2.736,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|8,1.473,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|9,0.909,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|10,1.072,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|11,1.989,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|12,3.689,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|13,6.201,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|14,9.555,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|15,13.781,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|16,18.912,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|17,24.979,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|18,32.016,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|19,40.058,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,4|20,49.139,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|0,29.316,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|1,23.794,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|2,18.803,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|3,14.365,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|4,10.503,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|5,7.239,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|6,4.597,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|7,2.602,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|8,1.280,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|9,0.656,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|10,0.757,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|11,1.611,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|12,3.247,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|13,5.693,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|14,8.980,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|15,13.139,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|16,18.201,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|17,24.199,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|18,31.167,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|19,39.138,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,5|20,48.149,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|0,29.662,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|1,24.085,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|2,19.037,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|3,14.540,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|4,10.616,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|5,7.289,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|6,4.582,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|7,2.520,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|8,1.129,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|9,0.435,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|10,0.464,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|11,1.245,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|12,2.806,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|13,5.176,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|14,8.386,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|15,12.466,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|16,17.449,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|17,23.368,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|18,30.255,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|19,38.145,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,6|20,47.073,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|0,30.146,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|1,24.506,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|2,19.392,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|3,14.826,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|4,10.832,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|5,7.432,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|6,4.650,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|7,2.511,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|8,1.041,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|9,0.266,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|10,0.212,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|11,0.909,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|12,2.385,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|13,4.668,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|14,7.790,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|15,11.781,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|16,16.673,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|17,22.500,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|18,29.295,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|19,37.092,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,7|20,45.927,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|0,30.807,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|1,25.094,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|2,19.905,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|3,15.262,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|4,11.188,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|5,7.705,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|6,4.838,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|7,2.611,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|8,1.052,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|9,0.185,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|10,0.038,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|11,0.640,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|12,2.019,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|13,4.204,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|14,7.226,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|15,11.116,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|16,15.906,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|17,21.630,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|18,28.321,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|19,36.013,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,8|20,44.743,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|0,31.709,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|1,25.915,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|2,20.641,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|3,15.910,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|4,11.745,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|5,8.168,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|6,5.206,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|7,2.881,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|8,1.221,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|9,0.251,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|10,0.000,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|11,0.495,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|12,1.765,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|13,3.840,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|14,6.750,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|15,10.527,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|16,15.204,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|17,20.812,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|18,27.386,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|19,34.962,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,9|20,43.573,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|0,32.771,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|1,26.884,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|2,21.515,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|3,16.685,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|4,12.418,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|5,8.737,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|6,5.667,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|7,3.233,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|8,1.460,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|9,0.376,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|10,0.008,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|11,0.384,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|12,1.533,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|13,3.486,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|14,6.272,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|15,9.923,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|16,14.473,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|17,19.953,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|18,26.398,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|19,33.843,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,10|20,42.325,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|0,34.261,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|1,28.271,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|2,22.795,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|3,17.855,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|4,13.475,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|5,9.678,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|6,6.488,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|7,3.932,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|8,2.035,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|9,0.823,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|10,0.326,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|11,0.570,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|12,1.585,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|13,3.402,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|14,6.051,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|15,9.564,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|16,13.973,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|17,19.312,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|18,25.614,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|19,32.917,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,11|20,41.254,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|0,36.040,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|1,29.936,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|2,24.341,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|3,19.279,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|4,14.773,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|5,10.847,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|6,7.526,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|7,4.835,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|8,2.800,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|9,1.448,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|10,0.807,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|11,0.906,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|12,1.775,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|13,3.442,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|14,5.940,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|15,9.301,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|16,13.556,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|17,18.739,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|18,24.886,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|19,32.031,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,12|20,40.210,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,13|0,38.197,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,13|1,31.965,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,13|2,26.239,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,13|3,21.042,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,13|4,16.397,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,13|5,12.329,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,13|6,8.862,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
zoom_dchi2,13|7,6.023,delta chi2 (raw) [sl_index|gc_index],DIAGNOSTIC
