file,session,peak,T,bracket,repeat_idx,delta_ms,delta_err_ms,rate_MHzms,width_ms,chi2_red,init_fallback,acf_score,h_m3,h_m2,h_m1,h_0,h_p1,h_p2,h_p3,fit_rms,resid_norm,n_fitted,t0_ms,top3_ok,top3_marginal,rank_m1,rank_p1,n_railed,verdict,top3_gated,reindex_action,reindex_j,excised_k,n_refits,delta_advised_ms,excluded_advised,excluded,excluded_reason,trimmed,trim_start_ms,trim_end_ms,trim_reason,outlier,outlier_reason,status
rulers_p/4154nm_eom_before_5.csv,P,4154,130,before,5,147.9910538514686,0.49460004379747,0.04223228254238138,57.076372981901095,0.7426226163622714,False,0.525418499714024,0.006109686519089406,0.0021463445366907727,0.05780314367002088,0.3108094700979637,0.2896460414163877,0.35070309091580143,0.07336320366571217,0.010521189845073985,0.8591663870660314,2000,-54.85794998225098,False,False,5,3,0,FAIL,False,phase_shift,1,,4,148.05287936722544,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4154nm_eom_before_6.csv,P,4154,130,before,6,148.1278667494435,0.5319904569070347,0.04219327623594147,55.909933560396624,0.7611064400935046,False,0.49684049678689546,0.0067066474218930895,0.002519259278139078,0.04619675647501685,0.2878429451859722,0.23078361411108272,0.28480681431906363,0.059046642584378174,0.009665359256623377,0.869792964706512,2000,-49.71194012952822,False,False,5,3,0,FAIL,False,phase_shift,1,,4,148.14982584261622,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4154nm_eom_before_7.csv,P,4154,130,before,7,147.6548606205164,0.572362832070336,0.04232844061979747,56.28251952702785,0.7853317967190976,False,0.48150798369592374,0.0060771981294410245,0.0037918267707719015,0.04605213181210968,0.25381781851679264,0.20141063928162914,0.261803065940468,0.047538153012353646,0.009466749622966819,0.8835269129680109,2000,-46.59138258805143,False,False,5,3,0,FAIL,False,phase_shift,1,,4,147.73098454165668,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4192nm_eom_after1.csv,P,4192,130,after,1,147.5658750922482,0.2812903141121224,0.04235396561768039,56.46259665799384,1.0132545211322466,False,0.5326198967855734,0.009960998321364632,0.11889724502075183,0.677239788009207,0.7044295357734205,0.6910520636661613,0.12615177322202792,0.017177609669669008,0.015844484168553913,1.0035810849181312,2000,115.02474307275003,True,False,3,2,0,PASS,False,none,0,,0,147.5658750922482,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4192nm_eom_after2.csv,P,4192,130,after,2,146.8542162112909,0.2912110397395882,0.04255921390099979,55.29423202700489,1.0528470866560016,False,0.5266020269804541,1.0478318888116757e-17,0.1152717112408758,0.6925929366662088,0.703668930637703,0.6603426139769866,0.09978144153774676,0.019623412875652276,0.016041129962951036,1.023000490779973,2000,111.11873879904327,True,False,2,3,1,PASS,False,none,0,,0,146.8542162112909,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4192nm_eom_after3.csv,P,4192,130,after,3,148.0162045165265,0.3288673516155612,0.04222510650380963,57.28554380847288,0.9887719553515181,False,0.25124649349310235,6.430073716187464e-17,0.08349808043905588,0.4711655705879841,0.19753396210261048,0.49358439079818195,0.1206382083239984,0.020478748060375203,0.01240736023737746,0.9913825314274047,2000,120.93066173281015,True,False,2,1,1,PASS,False,none,0,,0,148.0162045165265,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4192nm_eom_after5.csv,P,4192,130,after,5,147.6005247108299,0.33764251444118504,0.04234402291078996,58.03472715689935,0.8480907954262322,False,0.42704829469161776,0.00891321429800475,0.00920012853584718,0.106409365825615,0.4524137739976064,0.30217934284775566,0.5002468957057847,0.10006793415095216,0.01267486254827701,0.9181515401357637,2000,17.950549793173696,False,False,4,3,0,FAIL,False,phase_shift,1,,4,147.56769700584485,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4192nm_eom_after6.csv,P,4192,130,after,6,147.82590369204212,0.3229090046825202,0.042279464179838834,57.552153828541414,0.8372791089285362,False,0.24037952744531776,0.007352351981461485,0.005518830312095776,0.10305788653998703,0.5165853514601403,0.1830880303178354,0.48535545271323016,0.11035173531130814,0.011935693334078751,0.9122803485085957,2000,36.876887624151195,False,False,5,3,0,FAIL,False,phase_shift,1,,4,147.69213614752636,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4192nm_eom_before1.csv,P,4192,130,before,1,146.92931435725907,0.2363675519503309,0.04253746114136969,57.59836671569137,0.8915391284826713,False,0.40088052877296576,0.008442356979601315,0.06212216773807068,0.31305346628523073,0.20225903245356308,0.2915902712645756,0.05431630424357856,0.006721367263471748,0.010104568546781167,0.9413765950520414,2000,-308.5593713392395,True,False,1,2,0,PASS,False,none,0,,0,146.92931435725907,False,False,,False,nan,nan,,0,,CALIB
rulers_p/4192nm_eom_before2.csv,P,4192,130,before,2,146.90286232224926,0.21389329902455967,0.04254512064094344,56.60432930219829,0.9381429954314161,False,0.27271545096735356,0.012595487063709014,0.0710219411749997,0.33528629954755035,0.16033650950196582,0.3499117247531917,0.060788727631941625,0.0016605933771292672,0.0104056231565856,0.96566771586236,2000,-318.19684885801274,True,False,2,1,0,PASS,False,none,0,,0,146.90286232224926,False,False,,False,nan,nan,,0,,CALIB
