source,path,md5,mtime_epoch,manifest_file
main,4192nm_090c2.csv,57d5ba15e372ee68dc606068cbcee6cf,1752829326,t_sweep/4192nm_090c2.csv
main,4192nm_090c3.csv,b93b04371c68e887637a672709235736,1752829334,discarded/4192nm_090c3.csv
main,4192nm_090c4.csv,c4ec77cc1f252d7a202252fb4c1faf25,1752829340,t_sweep/4192nm_090c4.csv
main,4192nm_090c5.csv,4f78acbf2e809dbd8706a4e7280f8762,1752829346,t_sweep/4192nm_090c5.csv
main,4192nm_090c6.csv,a6cb11a15680331e83fad281e5a12c3e,1752829352,t_sweep/4192nm_090c3.csv
main,4192nm_110c1.csv,deb39ba2f38a5f3bc31c3c36f7ff99b4,1752791000,t_sweep/4192nm_110c1.csv
main,4192nm_110c2.csv,a26a5a8db66ebff4452e3bb77f917fc9,1752791034,t_sweep/4192nm_110c2.csv
main,4192nm_110c3.csv,245441f005423380e66635f8eeffc871,1752791052,t_sweep/4192nm_110c3.csv
main,4192nm_110c4.csv,4ce3ca00f421ff4ed1cd572fb5dc4722,1752791058,t_sweep/4192nm_110c4.csv
main,4192nm_110c5.csv,a13d767259a0c8edf2eefc558d1a6054,1752791064,t_sweep/4192nm_110c5.csv
main,4192nm_125mw1.csv,50ea1e4c0ced14a4dfd920df6b42b0ab,1752764578,p_sweep/4192nm_125mw1.csv
main,4192nm_125mw2.csv,58885e98ee2cb8423200cd9c6a83ce33,1752764608,p_sweep/4192nm_125mw2.csv
main,4192nm_125mw3.csv,655988ab7be866e7473b9cc091c9bd27,1752764640,p_sweep/4192nm_125mw3.csv
main,4192nm_125mw4.csv,a80d79e1bf670cb877bd7d12ace5664f,1752764650,p_sweep/4192nm_125mw4.csv
main,4192nm_125mw5.csv,20777e6c0bb81be3d62177de9a7d3db9,1752764672,p_sweep/4192nm_125mw5.csv
main,4192nm_175mw1.csv,0e45306b4456a16998d186a89db82ec7,1752764402,p_sweep/4192nm_175mw1.csv
main,4192nm_175mw2.csv,987c5facdd66ef34faedd66317e518b9,1752764410,p_sweep/4192nm_175mw2.csv
main,4192nm_175mw3.csv,44ec550342f1ff90a8e09601f375262e,1752764420,p_sweep/4192nm_175mw3.csv
main,4192nm_175mw4.csv,6dc5367e53fa069691d357a846b87c75,1752764426,p_sweep/4192nm_175mw4.csv
main,4192nm_175mw5.csv,4677e9db4ae5afa42d1dd76a3b949009,1752764434,p_sweep/4192nm_175mw5.csv
main,4192nm_225mw1 - Copy.csv,f3ea23de01fcdddd434643a86a373b51,1755362920,
main,4192nm_225mw1.csv,6948acbcc35204d197ab8ed921ec74ce,1752763654,
main,4192nm_225mw1copy.csv,f3ea23de01fcdddd434643a86a373b51,1755363078,
main,4192nm_225mw2.csv,e0a2630514882c03559280d8975cb847,1752763662,p_sweep/4192nm_225mw2.csv
main,4192nm_225mw3.csv,0cb8f9d0df318f57384f496c480242d6,1752763670,p_sweep/4192nm_225mw3.csv
main,4192nm_225mw4.csv,ea205bcd1e507f6d0b969ff0a00b78ce,1752763676,p_sweep/4192nm_225mw4.csv
main,4192nm_225mw5.csv,d2717f4569503726de4390512139f50c,1752763682,p_sweep/4192nm_225mw5.csv
